2.4971 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
207.4429 	EXP 	fixation: autoDraw = False
207.4429 	EXP 	grating: autoDraw = True
207.4429 	EXP 	grating: tex = 'sin'
207.7426 	EXP 	grating: autoDraw = False
208.0785 	EXP 	window1: recordFrameIntervals = False
208.0799 	DATA 	Keypress: right
208.0926 	EXP 	fixation: autoDraw = False
208.0926 	EXP 	grating: autoDraw = False
208.0929 	EXP 	window1: recordFrameIntervals = False
209.0718 	EXP 	fixation: autoDraw = True
210.0752 	EXP 	fixation: autoDraw = False
210.0752 	EXP 	grating: autoDraw = True
210.0752 	EXP 	grating: tex = 'sin'
210.3751 	EXP 	grating: autoDraw = False
210.4940 	EXP 	window1: recordFrameIntervals = False
210.4950 	DATA 	Keypress: left
210.5083 	EXP 	fixation: autoDraw = False
210.5083 	EXP 	grating: autoDraw = False
210.5086 	EXP 	window1: recordFrameIntervals = False
211.4880 	EXP 	fixation: autoDraw = True
212.4913 	EXP 	fixation: autoDraw = False
212.4913 	EXP 	grating: autoDraw = True
212.4913 	EXP 	grating: tex = 'sin'
212.7908 	EXP 	grating: autoDraw = False
213.0433 	EXP 	window1: recordFrameIntervals = False
213.0444 	DATA 	Keypress: right
213.0573 	EXP 	fixation: autoDraw = False
213.0573 	EXP 	grating: autoDraw = False
213.0575 	EXP 	window1: recordFrameIntervals = False
214.0367 	EXP 	fixation: autoDraw = True
215.0401 	EXP 	fixation: autoDraw = False
215.0401 	EXP 	grating: autoDraw = True
215.0401 	EXP 	grating: tex = 'sin'
215.3398 	EXP 	grating: autoDraw = False
215.7421 	EXP 	window1: recordFrameIntervals = False
215.7431 	DATA 	Keypress: right
215.7566 	EXP 	fixation: autoDraw = False
215.7566 	EXP 	grating: autoDraw = False
215.7568 	EXP 	window1: recordFrameIntervals = False
216.7353 	EXP 	fixation: autoDraw = True
217.7394 	EXP 	fixation: autoDraw = False
217.7394 	EXP 	grating: autoDraw = True
217.7394 	EXP 	grating: tex = 'sin'
218.0392 	EXP 	grating: autoDraw = False
218.1733 	EXP 	window1: recordFrameIntervals = False
218.1738 	DATA 	Keypress: left
218.1891 	EXP 	fixation: autoDraw = False
218.1891 	EXP 	grating: autoDraw = False
218.1893 	EXP 	window1: recordFrameIntervals = False
219.1668 	EXP 	fixation: autoDraw = True
220.1719 	EXP 	fixation: autoDraw = False
220.1719 	EXP 	grating: autoDraw = True
220.1719 	EXP 	grating: tex = 'sin'
220.4717 	EXP 	grating: autoDraw = False
220.7069 	EXP 	window1: recordFrameIntervals = False
220.7083 	DATA 	Keypress: left
220.7215 	EXP 	fixation: autoDraw = False
220.7215 	EXP 	grating: autoDraw = False
220.7216 	EXP 	window1: recordFrameIntervals = False
221.7003 	EXP 	fixation: autoDraw = True
222.7045 	EXP 	fixation: autoDraw = False
222.7045 	EXP 	grating: autoDraw = True
222.7045 	EXP 	grating: tex = 'sin'
223.0042 	EXP 	grating: autoDraw = False
223.1894 	EXP 	window1: recordFrameIntervals = False
223.1904 	DATA 	Keypress: left
223.2041 	EXP 	fixation: autoDraw = False
223.2041 	EXP 	grating: autoDraw = False
223.2043 	EXP 	window1: recordFrameIntervals = False
224.1829 	EXP 	fixation: autoDraw = True
225.1867 	EXP 	fixation: autoDraw = False
225.1867 	EXP 	grating: autoDraw = True
225.1867 	EXP 	grating: tex = 'sin'
225.4868 	EXP 	grating: autoDraw = False
225.8549 	EXP 	window1: recordFrameIntervals = False
225.8557 	DATA 	Keypress: right
225.8696 	EXP 	fixation: autoDraw = False
225.8696 	EXP 	grating: autoDraw = False
225.8698 	EXP 	window1: recordFrameIntervals = False
226.8478 	EXP 	fixation: autoDraw = True
227.8526 	EXP 	fixation: autoDraw = False
227.8526 	EXP 	grating: autoDraw = True
227.8526 	EXP 	grating: tex = 'sin'
228.1524 	EXP 	grating: autoDraw = False
228.2724 	EXP 	window1: recordFrameIntervals = False
228.2734 	DATA 	Keypress: left
228.2856 	EXP 	fixation: autoDraw = False
228.2856 	EXP 	grating: autoDraw = False
228.2858 	EXP 	window1: recordFrameIntervals = False
229.2657 	EXP 	fixation: autoDraw = True
230.2686 	EXP 	fixation: autoDraw = False
230.2686 	EXP 	grating: autoDraw = True
230.2686 	EXP 	grating: tex = 'sin'
230.5683 	EXP 	grating: autoDraw = False
230.8403 	EXP 	window1: recordFrameIntervals = False
230.8416 	DATA 	Keypress: right
230.8516 	EXP 	fixation: autoDraw = False
230.8516 	EXP 	grating: autoDraw = False
230.8518 	EXP 	window1: recordFrameIntervals = False
231.8340 	EXP 	fixation: autoDraw = True
232.8340 	EXP 	fixation: autoDraw = False
232.8510 	EXP 	grating: autoDraw = True
232.8510 	EXP 	grating: tex = 'sin'
233.1509 	EXP 	grating: autoDraw = False
233.4872 	EXP 	window1: recordFrameIntervals = False
233.4884 	DATA 	Keypress: right
233.5004 	EXP 	fixation: autoDraw = False
233.5004 	EXP 	grating: autoDraw = False
233.5007 	EXP 	window1: recordFrameIntervals = False
234.4807 	EXP 	fixation: autoDraw = True
235.4835 	EXP 	fixation: autoDraw = False
235.4835 	EXP 	grating: autoDraw = True
235.4835 	EXP 	grating: tex = 'sin'
235.7832 	EXP 	grating: autoDraw = False
236.0351 	EXP 	window1: recordFrameIntervals = False
236.0361 	DATA 	Keypress: right
236.0496 	EXP 	fixation: autoDraw = False
236.0496 	EXP 	grating: autoDraw = False
236.0498 	EXP 	window1: recordFrameIntervals = False
237.0290 	EXP 	fixation: autoDraw = True
238.0328 	EXP 	fixation: autoDraw = False
238.0328 	EXP 	grating: autoDraw = True
238.0328 	EXP 	grating: tex = 'sin'
238.3322 	EXP 	grating: autoDraw = False
238.5011 	EXP 	window1: recordFrameIntervals = False
238.5021 	DATA 	Keypress: left
238.5155 	EXP 	fixation: autoDraw = False
238.5155 	EXP 	grating: autoDraw = False
238.5157 	EXP 	window1: recordFrameIntervals = False
239.4941 	EXP 	fixation: autoDraw = True
240.4983 	EXP 	fixation: autoDraw = False
240.4983 	EXP 	grating: autoDraw = True
240.4983 	EXP 	grating: tex = 'sin'
240.7982 	EXP 	grating: autoDraw = False
241.0165 	EXP 	window1: recordFrameIntervals = False
241.0174 	DATA 	Keypress: right
241.0315 	EXP 	fixation: autoDraw = False
241.0315 	EXP 	grating: autoDraw = False
241.0316 	EXP 	window1: recordFrameIntervals = False
242.0102 	EXP 	fixation: autoDraw = True
243.0142 	EXP 	fixation: autoDraw = False
243.0142 	EXP 	grating: autoDraw = True
243.0142 	EXP 	grating: tex = 'sin'
243.3139 	EXP 	grating: autoDraw = False
243.4652 	EXP 	window1: recordFrameIntervals = False
243.4660 	DATA 	Keypress: left
243.4804 	EXP 	fixation: autoDraw = False
243.4804 	EXP 	grating: autoDraw = False
243.4806 	EXP 	window1: recordFrameIntervals = False
244.4595 	EXP 	fixation: autoDraw = True
245.4632 	EXP 	fixation: autoDraw = False
245.4632 	EXP 	grating: autoDraw = True
245.4632 	EXP 	grating: tex = 'sin'
245.7630 	EXP 	grating: autoDraw = False
245.9985 	EXP 	window1: recordFrameIntervals = False
246.0018 	DATA 	Keypress: right
246.0130 	EXP 	fixation: autoDraw = False
246.0130 	EXP 	grating: autoDraw = False
246.0132 	EXP 	window1: recordFrameIntervals = False
246.9903 	EXP 	fixation: autoDraw = True
247.9958 	EXP 	fixation: autoDraw = False
247.9958 	EXP 	grating: autoDraw = True
247.9958 	EXP 	grating: tex = 'sin'
248.2956 	EXP 	grating: autoDraw = False
248.6143 	EXP 	window1: recordFrameIntervals = False
248.6155 	DATA 	Keypress: left
248.6288 	EXP 	fixation: autoDraw = False
248.6288 	EXP 	grating: autoDraw = False
248.6290 	EXP 	window1: recordFrameIntervals = False
249.6074 	EXP 	fixation: autoDraw = True
250.6117 	EXP 	fixation: autoDraw = False
250.6117 	EXP 	grating: autoDraw = True
250.6117 	EXP 	grating: tex = 'sin'
250.9114 	EXP 	grating: autoDraw = False
251.0629 	EXP 	window1: recordFrameIntervals = False
251.0637 	DATA 	Keypress: right
251.0780 	EXP 	fixation: autoDraw = False
251.0780 	EXP 	grating: autoDraw = False
251.0781 	EXP 	window1: recordFrameIntervals = False
252.0573 	EXP 	fixation: autoDraw = True
253.0609 	EXP 	fixation: autoDraw = False
253.0609 	EXP 	grating: autoDraw = True
253.0609 	EXP 	grating: tex = 'sin'
253.3607 	EXP 	grating: autoDraw = False
253.5632 	EXP 	window1: recordFrameIntervals = False
253.5641 	DATA 	Keypress: right
253.5772 	EXP 	fixation: autoDraw = False
253.5772 	EXP 	grating: autoDraw = False
253.5773 	EXP 	window1: recordFrameIntervals = False
254.5572 	EXP 	fixation: autoDraw = True
255.5600 	EXP 	fixation: autoDraw = False
255.5600 	EXP 	grating: autoDraw = True
255.5600 	EXP 	grating: tex = 'sin'
255.8597 	EXP 	grating: autoDraw = False
256.0283 	EXP 	window1: recordFrameIntervals = False
256.0293 	DATA 	Keypress: left
256.0430 	EXP 	fixation: autoDraw = False
256.0430 	EXP 	grating: autoDraw = False
256.0431 	EXP 	window1: recordFrameIntervals = False
257.0225 	EXP 	fixation: autoDraw = True
258.0258 	EXP 	fixation: autoDraw = False
258.0258 	EXP 	grating: autoDraw = True
258.0258 	EXP 	grating: tex = 'sin'
258.3256 	EXP 	grating: autoDraw = False
258.6942 	EXP 	window1: recordFrameIntervals = False
258.6952 	DATA 	Keypress: right
258.7089 	EXP 	fixation: autoDraw = False
258.7089 	EXP 	grating: autoDraw = False
258.7090 	EXP 	window1: recordFrameIntervals = False
259.6889 	EXP 	fixation: autoDraw = True
260.6914 	EXP 	fixation: autoDraw = False
260.6914 	EXP 	grating: autoDraw = True
260.6914 	EXP 	grating: tex = 'sin'
260.9917 	EXP 	grating: autoDraw = False
261.0599 	EXP 	window1: recordFrameIntervals = False
261.0610 	DATA 	Keypress: left
261.0747 	EXP 	fixation: autoDraw = False
261.0747 	EXP 	grating: autoDraw = False
261.0749 	EXP 	window1: recordFrameIntervals = False
262.0545 	EXP 	fixation: autoDraw = True
263.0573 	EXP 	fixation: autoDraw = False
263.0573 	EXP 	grating: autoDraw = True
263.0573 	EXP 	grating: tex = 'sin'
263.3572 	EXP 	grating: autoDraw = False
263.5261 	EXP 	window1: recordFrameIntervals = False
263.5272 	DATA 	Keypress: right
263.5405 	EXP 	fixation: autoDraw = False
263.5405 	EXP 	grating: autoDraw = False
263.5407 	EXP 	window1: recordFrameIntervals = False
264.5197 	EXP 	fixation: autoDraw = True
265.5233 	EXP 	fixation: autoDraw = False
265.5233 	EXP 	grating: autoDraw = True
265.5233 	EXP 	grating: tex = 'sin'
265.8229 	EXP 	grating: autoDraw = False
265.9418 	EXP 	window1: recordFrameIntervals = False
265.9430 	DATA 	Keypress: left
265.9561 	EXP 	fixation: autoDraw = False
265.9561 	EXP 	grating: autoDraw = False
265.9563 	EXP 	window1: recordFrameIntervals = False
266.9359 	EXP 	fixation: autoDraw = True
267.9390 	EXP 	fixation: autoDraw = False
267.9390 	EXP 	grating: autoDraw = True
267.9390 	EXP 	grating: tex = 'sin'
268.2389 	EXP 	grating: autoDraw = False
268.3745 	EXP 	window1: recordFrameIntervals = False
268.3755 	DATA 	Keypress: right
268.3889 	EXP 	fixation: autoDraw = False
268.3889 	EXP 	grating: autoDraw = False
268.3891 	EXP 	window1: recordFrameIntervals = False
269.3684 	EXP 	fixation: autoDraw = True
270.3716 	EXP 	fixation: autoDraw = False
270.3716 	EXP 	grating: autoDraw = True
270.3716 	EXP 	grating: tex = 'sin'
270.6714 	EXP 	grating: autoDraw = False
270.7896 	EXP 	window1: recordFrameIntervals = False
270.7905 	DATA 	Keypress: left
270.8052 	EXP 	fixation: autoDraw = False
270.8052 	EXP 	grating: autoDraw = False
270.8053 	EXP 	window1: recordFrameIntervals = False
271.7833 	EXP 	fixation: autoDraw = True
272.7877 	EXP 	fixation: autoDraw = False
272.7877 	EXP 	grating: autoDraw = True
272.7877 	EXP 	grating: tex = 'sin'
273.0872 	EXP 	grating: autoDraw = False
273.2562 	EXP 	window1: recordFrameIntervals = False
273.2574 	DATA 	Keypress: left
273.2707 	EXP 	fixation: autoDraw = False
273.2707 	EXP 	grating: autoDraw = False
273.2709 	EXP 	window1: recordFrameIntervals = False
274.2506 	EXP 	fixation: autoDraw = True
275.2535 	EXP 	fixation: autoDraw = False
275.2535 	EXP 	grating: autoDraw = True
275.2535 	EXP 	grating: tex = 'sin'
275.5531 	EXP 	grating: autoDraw = False
275.7552 	EXP 	window1: recordFrameIntervals = False
275.7563 	DATA 	Keypress: left
275.7697 	EXP 	fixation: autoDraw = False
275.7697 	EXP 	grating: autoDraw = False
275.7699 	EXP 	window1: recordFrameIntervals = False
276.7491 	EXP 	fixation: autoDraw = True
277.7525 	EXP 	fixation: autoDraw = False
277.7525 	EXP 	grating: autoDraw = True
277.7525 	EXP 	grating: tex = 'sin'
278.0523 	EXP 	grating: autoDraw = False
278.3710 	EXP 	window1: recordFrameIntervals = False
278.3719 	DATA 	Keypress: left
278.3856 	EXP 	fixation: autoDraw = False
278.3856 	EXP 	grating: autoDraw = False
278.3858 	EXP 	window1: recordFrameIntervals = False
279.3651 	EXP 	fixation: autoDraw = True
280.3683 	EXP 	fixation: autoDraw = False
280.3683 	EXP 	grating: autoDraw = True
280.3683 	EXP 	grating: tex = 'sin'
280.6681 	EXP 	grating: autoDraw = False
280.8376 	EXP 	window1: recordFrameIntervals = False
280.8388 	DATA 	Keypress: right
280.8512 	EXP 	fixation: autoDraw = False
280.8512 	EXP 	grating: autoDraw = False
280.8514 	EXP 	window1: recordFrameIntervals = False
281.8318 	EXP 	fixation: autoDraw = True
282.8348 	EXP 	fixation: autoDraw = False
282.8348 	EXP 	grating: autoDraw = True
282.8348 	EXP 	grating: tex = 'sin'
283.1343 	EXP 	grating: autoDraw = False
283.5862 	EXP 	window1: recordFrameIntervals = False
283.5873 	DATA 	Keypress: left
283.6004 	EXP 	fixation: autoDraw = False
283.6004 	EXP 	grating: autoDraw = False
283.6006 	EXP 	window1: recordFrameIntervals = False
284.5800 	EXP 	fixation: autoDraw = True
285.5832 	EXP 	fixation: autoDraw = False
285.5832 	EXP 	grating: autoDraw = True
285.5832 	EXP 	grating: tex = 'sin'
285.8830 	EXP 	grating: autoDraw = False
286.0682 	EXP 	window1: recordFrameIntervals = False
286.0691 	DATA 	Keypress: right
286.0827 	EXP 	fixation: autoDraw = False
286.0827 	EXP 	grating: autoDraw = False
286.0829 	EXP 	window1: recordFrameIntervals = False
287.0622 	EXP 	fixation: autoDraw = True
288.0657 	EXP 	fixation: autoDraw = False
288.0657 	EXP 	grating: autoDraw = True
288.0657 	EXP 	grating: tex = 'sin'
288.3656 	EXP 	grating: autoDraw = False
288.6675 	EXP 	window1: recordFrameIntervals = False
288.6683 	DATA 	Keypress: right
288.6821 	EXP 	fixation: autoDraw = False
288.6821 	EXP 	grating: autoDraw = False
288.6822 	EXP 	window1: recordFrameIntervals = False
289.6609 	EXP 	fixation: autoDraw = True
290.6648 	EXP 	fixation: autoDraw = False
290.6648 	EXP 	grating: autoDraw = True
290.6648 	EXP 	grating: tex = 'sin'
290.9645 	EXP 	grating: autoDraw = False
291.0666 	EXP 	window1: recordFrameIntervals = False
291.0676 	DATA 	Keypress: left
291.0814 	EXP 	fixation: autoDraw = False
291.0814 	EXP 	grating: autoDraw = False
291.0815 	EXP 	window1: recordFrameIntervals = False
292.0606 	EXP 	fixation: autoDraw = True
293.0640 	EXP 	fixation: autoDraw = False
293.0640 	EXP 	grating: autoDraw = True
293.0640 	EXP 	grating: tex = 'sin'
293.3639 	EXP 	grating: autoDraw = False
293.6828 	EXP 	window1: recordFrameIntervals = False
293.6840 	DATA 	Keypress: right
293.6971 	EXP 	fixation: autoDraw = False
293.6971 	EXP 	grating: autoDraw = False
293.6973 	EXP 	window1: recordFrameIntervals = False
294.6765 	EXP 	fixation: autoDraw = True
295.6798 	EXP 	fixation: autoDraw = False
295.6798 	EXP 	grating: autoDraw = True
295.6798 	EXP 	grating: tex = 'sin'
295.9792 	EXP 	grating: autoDraw = False
296.2818 	EXP 	window1: recordFrameIntervals = False
296.2830 	DATA 	Keypress: left
296.2963 	EXP 	fixation: autoDraw = False
296.2963 	EXP 	grating: autoDraw = False
296.2965 	EXP 	window1: recordFrameIntervals = False
297.2760 	EXP 	fixation: autoDraw = True
298.2789 	EXP 	fixation: autoDraw = False
298.2789 	EXP 	grating: autoDraw = True
298.2789 	EXP 	grating: tex = 'sin'
298.5786 	EXP 	grating: autoDraw = False
299.0136 	EXP 	window1: recordFrameIntervals = False
299.0141 	DATA 	Keypress: right
299.0285 	EXP 	fixation: autoDraw = False
299.0285 	EXP 	grating: autoDraw = False
299.0286 	EXP 	window1: recordFrameIntervals = False
300.0066 	EXP 	fixation: autoDraw = True
301.0113 	EXP 	fixation: autoDraw = False
301.0113 	EXP 	grating: autoDraw = True
301.0113 	EXP 	grating: tex = 'sin'
301.3112 	EXP 	grating: autoDraw = False
301.4635 	EXP 	window1: recordFrameIntervals = False
301.4647 	DATA 	Keypress: left
301.4778 	EXP 	fixation: autoDraw = False
301.4778 	EXP 	grating: autoDraw = False
301.4780 	EXP 	window1: recordFrameIntervals = False
302.4560 	EXP 	fixation: autoDraw = True
303.4608 	EXP 	fixation: autoDraw = False
303.4608 	EXP 	grating: autoDraw = True
303.4608 	EXP 	grating: tex = 'sin'
303.7602 	EXP 	grating: autoDraw = False
304.1954 	EXP 	window1: recordFrameIntervals = False
304.1965 	DATA 	Keypress: left
304.2102 	EXP 	fixation: autoDraw = False
304.2102 	EXP 	grating: autoDraw = False
304.2105 	EXP 	window1: recordFrameIntervals = False
305.1892 	EXP 	fixation: autoDraw = True
306.1929 	EXP 	fixation: autoDraw = False
306.1929 	EXP 	grating: autoDraw = True
306.1929 	EXP 	grating: tex = 'sin'
306.4925 	EXP 	grating: autoDraw = False
306.8279 	EXP 	window1: recordFrameIntervals = False
306.8289 	DATA 	Keypress: right
306.8426 	EXP 	fixation: autoDraw = False
306.8426 	EXP 	grating: autoDraw = False
306.8427 	EXP 	window1: recordFrameIntervals = False
307.8203 	EXP 	fixation: autoDraw = True
308.8253 	EXP 	fixation: autoDraw = False
308.8253 	EXP 	grating: autoDraw = True
308.8253 	EXP 	grating: tex = 'sin'
309.1251 	EXP 	grating: autoDraw = False
309.3272 	EXP 	window1: recordFrameIntervals = False
309.3285 	DATA 	Keypress: left
309.3416 	EXP 	fixation: autoDraw = False
309.3416 	EXP 	grating: autoDraw = False
309.3418 	EXP 	window1: recordFrameIntervals = False
310.3203 	EXP 	fixation: autoDraw = True
311.3245 	EXP 	fixation: autoDraw = False
311.3245 	EXP 	grating: autoDraw = True
311.3245 	EXP 	grating: tex = 'sin'
311.6244 	EXP 	grating: autoDraw = False
312.0267 	EXP 	window1: recordFrameIntervals = False
312.0279 	DATA 	Keypress: right
312.0409 	EXP 	fixation: autoDraw = False
312.0409 	EXP 	grating: autoDraw = False
312.0411 	EXP 	window1: recordFrameIntervals = False
313.0199 	EXP 	fixation: autoDraw = True
314.0235 	EXP 	fixation: autoDraw = False
314.0235 	EXP 	grating: autoDraw = True
314.0235 	EXP 	grating: tex = 'sin'
314.3234 	EXP 	grating: autoDraw = False
314.5420 	EXP 	window1: recordFrameIntervals = False
314.5431 	DATA 	Keypress: left
314.5567 	EXP 	fixation: autoDraw = False
314.5567 	EXP 	grating: autoDraw = False
314.5569 	EXP 	window1: recordFrameIntervals = False
315.5365 	EXP 	fixation: autoDraw = True
316.5393 	EXP 	fixation: autoDraw = False
316.5393 	EXP 	grating: autoDraw = True
316.5393 	EXP 	grating: tex = 'sin'
316.8392 	EXP 	grating: autoDraw = False
317.2589 	EXP 	window1: recordFrameIntervals = False
317.2601 	DATA 	Keypress: right
317.2723 	EXP 	fixation: autoDraw = False
317.2723 	EXP 	grating: autoDraw = False
317.2725 	EXP 	window1: recordFrameIntervals = False
318.2516 	EXP 	fixation: autoDraw = True
319.2550 	EXP 	fixation: autoDraw = False
319.2550 	EXP 	grating: autoDraw = True
319.2550 	EXP 	grating: tex = 'sin'
319.5552 	EXP 	grating: autoDraw = False
319.7906 	EXP 	window1: recordFrameIntervals = False
319.7918 	DATA 	Keypress: left
319.8048 	EXP 	fixation: autoDraw = False
319.8048 	EXP 	grating: autoDraw = False
319.8049 	EXP 	window1: recordFrameIntervals = False
320.7851 	EXP 	fixation: autoDraw = True
321.7877 	EXP 	fixation: autoDraw = False
321.7877 	EXP 	grating: autoDraw = True
321.7877 	EXP 	grating: tex = 'sin'
322.0874 	EXP 	grating: autoDraw = False
322.3229 	EXP 	window1: recordFrameIntervals = False
322.3239 	DATA 	Keypress: right
322.3373 	EXP 	fixation: autoDraw = False
322.3373 	EXP 	grating: autoDraw = False
322.3374 	EXP 	window1: recordFrameIntervals = False
323.3162 	EXP 	fixation: autoDraw = True
324.3202 	EXP 	fixation: autoDraw = False
324.3202 	EXP 	grating: autoDraw = True
324.3202 	EXP 	grating: tex = 'sin'
324.6200 	EXP 	grating: autoDraw = False
324.9216 	DATA 	Keypress: left
324.9364 	EXP 	fixation: autoDraw = False
324.9364 	EXP 	grating: autoDraw = False
325.1416 	EXP 	window1: mouseVisible = True
